date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
23-12-19,shot,gun,34,M,H,San Antonio,TX,FALSE,other,Car,FALSE,-98.504,29.387
24-12-19,shot,gun,65,M,W,Deltona,FL,TRUE,attack,Not fleeing,TRUE,-81.27,28.89
24-12-19,shot,gun,60,M,B,Oklahoma City,OK,FALSE,attack,Car,FALSE,-97.477,35.491
24-12-19,shot,gun,56,M,,Springfield,MO,FALSE,other,Not fleeing,FALSE,-93.27,37.044
25-12-19,shot,toy weapon,59,F,W,Ocala,FL,TRUE,attack,Not fleeing,FALSE,-82.251,29.181
25-12-19,shot,vehicle,23,M,B,Atlanta,GA,FALSE,attack,Car,FALSE,-84.509,33.632
26-12-19,shot,unknown weapon,35,M,B,Memphis,TN,FALSE,other,,FALSE,-90,35.224
26-12-19,shot,gun,35,M,H,Auburndale,FL,TRUE,attack,Not fleeing,FALSE,-81.78,28.066
27-12-19,shot,gun and knife,16,M,H,Limerick,ME,FALSE,other,,FALSE,-70.791,43.694
27-12-19,shot,gun,,M,W,Linthicum,MD,TRUE,attack,Not fleeing,FALSE,-76.677,39.216
27-12-19,shot,undetermined,42,M,W,South Ogden,UT,FALSE,undetermined,Car,FALSE,-111.979,41.192
27-12-19,shot and Tasered,Taser,43,M,W,Newport News,VA,FALSE,attack,Not fleeing,FALSE,-76.47,37.08
28-12-19,shot,gun,52,M,W,Houston,TX,FALSE,other,Foot,FALSE,-95.391,29.718
28-12-19,shot,unknown weapon,31,M,W,Elizabethton,TN,FALSE,attack,Not fleeing,FALSE,-82.214,36.347
28-12-19,shot,unknown weapon,27,M,H,Bakersfield,CA,FALSE,attack,Not fleeing,FALSE,-118.985,35.395
28-12-19,shot,knife,31,M,W,Lancaster,OH,TRUE,attack,Not fleeing,TRUE,-82.569,39.737
28-12-19,shot,knife,34,M,W,Clearlake Oaks,CA,FALSE,attack,Foot,FALSE,-122.665,39.028
29-12-19,shot,gun,76,M,,DeSoto County,MS,TRUE,attack,,FALSE,,
29-12-19,shot,gun,29,M,W,Rapid City,SD,TRUE,attack,Not fleeing,FALSE,-103.203,44.046
29-12-19,shot,chain,34,M,W,Juneau,AK,FALSE,other,Not fleeing,FALSE,-134.582,58.381
29-12-19,shot,knife,,M,H,El Centro,CA,FALSE,other,Not fleeing,FALSE,-115.57,32.793
30-12-19,shot,gun,18,M,B,Houston,TX,FALSE,attack,Other,FALSE,-95.336,29.675
30-12-19,shot,vehicle,51,F,W,Wichita,KS,FALSE,attack,Car,FALSE,-97.226,37.657
30-12-19,shot,vehicle,25,M,W,Fulton,MO,FALSE,attack,Car,FALSE,-91.96,38.85
31-12-19,shot,knife,28,M,W,Globe,AZ,FALSE,other,Not fleeing,FALSE,,
31-12-19,shot,vehicle,37,M,B,Chesterfield,MO,FALSE,attack,Car,FALSE,-90.661,38.677
31-12-19,shot,gun,,M,B,Forrest City,AR,FALSE,attack,,FALSE,-90.79,35.033
31-12-19,shot,gun,23,M,B,Federal Way,WA,FALSE,attack,Not fleeing,FALSE,-122.316,47.322
31-12-19,shot,gun,57,M,B,Omaha,NE,FALSE,attack,Not fleeing,TRUE,-95.947,41.292
31-12-19,shot,gun,49,M,W,Cross Lanes,WV,FALSE,attack,Foot,FALSE,-81.791,38.42
01-01-20,shot,gun,24,M,W,Richmond County,VA,FALSE,other,Not fleeing,FALSE,-76.875,38.1
01-01-20,shot,gun,29,M,W,Central Point,OR,TRUE,attack,Not fleeing,TRUE,-122.993,42.418
01-01-20,shot,knife,20,M,O,Denver,CO,FALSE,attack,Not fleeing,TRUE,-105.03,39.7
01-01-20,shot and Tasered,toy weapon,25,M,W,Grass Valley,CA,TRUE,attack,Not fleeing,FALSE,-121.061,39.219
02-01-20,shot,gun,26,M,W,Holt,MO,FALSE,attack,Car,FALSE,-94.345,39.404
02-01-20,shot,gun,69,M,W,Hillsboro,OR,TRUE,attack,Not fleeing,FALSE,-122.87,45.521
02-01-20,shot,vehicle,26,M,B,North Las Vegas,NV,FALSE,attack,Car,TRUE,-115.188,36.24
02-01-20,shot,gun,41,M,W,Murrieta,CA,FALSE,attack,Car,TRUE,-117.232,33.582
02-01-20,shot,gun,31,M,H,Chicago,IL,FALSE,attack,Foot,FALSE,-87.777,41.918
02-01-20,shot and Tasered,knife,30,M,H,Ansonia,CT,FALSE,attack,Not fleeing,TRUE,-73.07,41.344
04-01-20,shot and Tasered,knife,25,M,B,Chicago,IL,FALSE,other,Not fleeing,FALSE,-87.561,41.752
05-01-20,shot,gun,57,M,W,Elkmont,AL,FALSE,attack,Not fleeing,FALSE,-87.1,34.882
05-01-20,shot,gun,17,M,B,Jacksonville,FL,FALSE,attack,Car,FALSE,-81.687,30.372
05-01-20,shot,knife,27,M,B,Milford,DE,TRUE,other,Not fleeing,FALSE,-75.438,38.917
05-01-20,shot,gun,30,M,H,Lubbock,TX,FALSE,attack,Foot,FALSE,-101.902,33.509
05-01-20,shot,gun,18,M,B,Sparks,NV,TRUE,other,Car,FALSE,-119.762,39.556
05-01-20,shot and Tasered,knife,50,M,W,Oklahoma City,OK,FALSE,other,Not fleeing,FALSE,-97.601,35.464
06-01-20,shot,gun,21,M,W,Asheboro,NC,FALSE,attack,Car,FALSE,-79.757,35.628
06-01-20,shot,gun,28,M,H,Phoenix,AZ,FALSE,attack,Foot,FALSE,-112.075,33.445
06-01-20,shot,gun,28,M,H,Albuquerque,NM,FALSE,other,Not fleeing,FALSE,-106.565,35.075
06-01-20,shot,gun,25,M,W,Aurora,CO,FALSE,other,Car,TRUE,-104.831,39.675
06-01-20,shot,toy weapon,33,M,A,Honolulu,HI,FALSE,other,Not fleeing,FALSE,,
07-01-20,shot,gun,59,M,W,North Pole,AK,FALSE,attack,Not fleeing,FALSE,,
08-01-20,shot,gun,34,M,W,Bismarck,MO,FALSE,attack,Not fleeing,FALSE,-90.627,37.776
08-01-20,shot,gun,27,M,,Nipton,CA,TRUE,attack,Car,FALSE,,
09-01-20,shot,gun,37,M,B,New York,NY,FALSE,attack,Foot,TRUE,-73.984,40.726
09-01-20,shot,gun,30,M,W,Bismarck,ND,TRUE,attack,Not fleeing,FALSE,,
09-01-20,shot,gun,41,M,W,Powatan Point,OH,FALSE,other,Car,FALSE,,
09-01-20,shot,gun,47,M,B,Philadelphia,PA,TRUE,attack,Not fleeing,FALSE,-75.082,40.013
09-01-20,shot and Tasered,hammer,34,M,W,Semmes,AL,TRUE,attack,Not fleeing,FALSE,-88.229,30.762
10-01-20,shot,vehicle,24,M,H,Muscoy,CA,FALSE,attack,Car,FALSE,-117.351,34.151
10-01-20,shot and Tasered,unarmed,25,M,A,Spokane,WA,FALSE,other,Car,FALSE,-117.422,47.72
11-01-20,shot,unknown weapon,,M,W,Glenwood Springs,CO,FALSE,other,Car,FALSE,-107.324,39.549
11-01-20,shot,gun,47,M,B,Bainbridge,GA,FALSE,attack,Not fleeing,FALSE,,
11-01-20,shot and Tasered,knife,49,M,B,Miami Beach,FL,TRUE,attack,,FALSE,-80.131,25.78
12-01-20,shot,toy weapon,31,M,H,Los Angeles,CA,TRUE,attack,,FALSE,-118.414,34.008
12-01-20,shot,gun,47,M,W,Carthage,MO,FALSE,attack,Car,FALSE,-94.31,37.146
12-01-20,shot,gun,52,M,W,Lakewood,CO,FALSE,other,Not fleeing,FALSE,-105.113,39.785
13-01-20,shot,gun,29,M,B,Gary,IN,FALSE,attack,Not fleeing,FALSE,-87.368,41.597
13-01-20,shot,vehicle,45,M,W,San Antonio,TX,FALSE,attack,Not fleeing,FALSE,-98.404,29.288
14-01-20,shot,knife,51,M,H,The Villages,FL,FALSE,attack,Not fleeing,FALSE,-82.01,28.981
15-01-20,shot,knife,55,M,B,Cocoa,FL,FALSE,attack,Not fleeing,TRUE,-80.743,28.359
15-01-20,shot,gun,35,M,W,Missoula,MT,FALSE,other,Not fleeing,FALSE,-114.017,46.885
15-01-20,shot,gun,50,M,W,Fleetwood,NC,FALSE,attack,Not fleeing,FALSE,-81.531,36.344
15-01-20,shot,gun,31,M,W,Mulberry,FL,FALSE,other,Not fleeing,FALSE,,
15-01-20,shot and Tasered,chair,47,M,B,Lawrenceville,GA,FALSE,attack,Not fleeing,FALSE,-83.994,33.935
16-01-20,shot,gun,35,M,W,Wausau,WI,FALSE,attack,,FALSE,-89.651,44.983
16-01-20,shot,gun,66,M,W,Yerington,NV,FALSE,other,Not fleeing,FALSE,-119.163,38.986
16-01-20,shot and Tasered,knife,19,M,B,West Haven,CT,FALSE,other,Car,TRUE,-72.953,41.277
17-01-20,shot,undetermined,19,M,B,Powder Springs,GA,FALSE,undetermined,Car,FALSE,-84.701,33.921
19-01-20,shot,unknown weapon,43,M,W,Sebring,FL,FALSE,undetermined,Not fleeing,FALSE,-81.51,27.42
20-01-20,shot,gun,57,M,W,Waterbury,CT,FALSE,attack,Not fleeing,FALSE,-72.995,41.545
20-01-20,shot,gun,31,M,H,Fountain Valley,CA,FALSE,other,Foot,FALSE,-117.95,33.714
20-01-20,shot,machete,41,M,W,Sedona,AZ,TRUE,other,Not fleeing,FALSE,-111.766,34.857
20-01-20,shot,gun,39,M,W,Lafayette,IN,FALSE,other,Not fleeing,FALSE,-86.871,40.402
21-01-20,shot,gun,24,M,W,Atkins,AR,FALSE,attack,Foot,FALSE,,
21-01-20,shot,gun,20,M,B,Jacksonville,FL,FALSE,other,Foot,FALSE,-81.658,30.443
21-01-20,shot,gun,32,M,W,Fox Crossing,WI,FALSE,other,Not fleeing,FALSE,-88.418,44.243
21-01-20,shot and Tasered,meat cleaver,22,M,B,Denton,TX,TRUE,attack,Not fleeing,FALSE,-97.132,33.199
21-01-20,shot and Tasered,knife,60,M,A,Lacey,WA,FALSE,attack,Not fleeing,FALSE,-122.768,47.038
22-01-20,shot,knife,40,M,W,Arvada,CO,FALSE,other,Not fleeing,FALSE,-105.07,39.798
22-01-20,shot,gun,37,M,H,Mesa,AZ,FALSE,attack,,FALSE,-111.849,33.393
22-01-20,shot,undetermined,34,M,W,Moore,OK,FALSE,other,Car,FALSE,-97.502,35.363
23-01-20,shot,gun,22,M,B,Savannah,GA,FALSE,other,Foot,FALSE,-81.089,32.057
23-01-20,shot,knife,30,M,W,Paris,TX,FALSE,other,,FALSE,-95.554,33.657
23-01-20,shot,gun,26,M,W,Wasilla,AK,FALSE,attack,Car,FALSE,,
23-01-20,shot,gun,29,M,B,St. Petersburg,FL,FALSE,attack,Car,FALSE,,
23-01-20,shot,vehicle,32,M,B,Atlanta,GA,FALSE,attack,Car,FALSE,-84.344,33.75
23-01-20,shot,vehicle,32,M,B,Bloomingdale,NJ,FALSE,attack,Car,FALSE,-74.331,41.006
24-01-20,shot,gun,27,M,W,San Angelo,TX,FALSE,attack,Other,FALSE,-100.462,31.463
24-01-20,shot,gun,31,M,H,Oak Park,CA,FALSE,attack,Foot,TRUE,-117.08,32.736
24-01-20,shot,gun,35,F,W,Coden,AL,TRUE,attack,Not fleeing,FALSE,-88.169,30.464
25-01-20,shot,gun,19,M,B,Aurora,CO,FALSE,other,Car,FALSE,-104.791,39.754
25-01-20,shot,gun,34,M,B,Columbus,OH,FALSE,other,Foot,FALSE,-83.026,39.989
27-01-20,shot,vehicle,32,M,W,Chandler,AZ,FALSE,attack,Car,FALSE,,
27-01-20,shot,unarmed,43,M,B,Temple Hills,MD,FALSE,attack,Not fleeing,FALSE,-76.962,38.815
27-01-20,shot,gun,22,M,B,Aiken,SC,FALSE,attack,Not fleeing,FALSE,,
27-01-20,shot,gun,43,M,W,Lexington Park,MD,TRUE,attack,Not fleeing,FALSE,-76.404,38.213
28-01-20,shot,knife,27,M,W,Scottsdale,AZ,TRUE,attack,Not fleeing,FALSE,-111.926,33.488
28-01-20,shot,gun,39,M,H,Tuscson,AZ,FALSE,attack,Not fleeing,FALSE,-110.998,32.178
28-01-20,shot,vehicle,37,M,W,Shelby Gap,KY,FALSE,attack,Not fleeing,FALSE,-82.566,37.233
29-01-20,shot,unarmed,20,M,B,Graham,NC,FALSE,attack,Foot,FALSE,-79.386,36.078
29-01-20,shot,gun,34,M,W,Deposit,NY,TRUE,attack,Not fleeing,FALSE,-75.385,42.1
29-01-20,shot,gun,32,M,W,Kasilof,AK,FALSE,attack,Foot,FALSE,-151.38,60.325
30-01-20,shot,gun,41,M,W,Hockingport,OH,FALSE,attack,Not fleeing,FALSE,-81.744,39.191
30-01-20,shot,gun,15,M,B,Columbus,OH,FALSE,attack,Not fleeing,FALSE,-82.913,39.972
30-01-20,shot,toy weapon,52,M,B,Raleigh,NC,TRUE,attack,Foot,TRUE,-78.707,35.861
30-01-20,shot,gun,29,M,,Kansas City,MO,FALSE,attack,Foot,FALSE,-94.547,39.003
01-02-20,shot,vehicle,53,M,B,Gulfport,MS,FALSE,other,Not fleeing,FALSE,-89.054,30.383
01-02-20,shot,gun,24,M,W,Spring Hill,FL,FALSE,attack,Not fleeing,FALSE,-82.487,28.501
01-02-20,shot,gun,41,M,B,Fort Myers,FL,FALSE,attack,Not fleeing,FALSE,-81.862,26.615
02-02-20,shot,gun,17,M,B,Wauwatosa,WI,FALSE,attack,Foot,FALSE,-88.045,43.064
02-02-20,shot,vehicle and gun,44,M,W,Minot,ME,TRUE,attack,Foot,FALSE,-70.33,44.088
02-02-20,shot,knife,63,M,,Yuma,AZ,FALSE,other,Not fleeing,FALSE,-114.487,32.743
03-02-20,shot,gun,56,M,B,Millcreek,UT,FALSE,other,Not fleeing,FALSE,-111.82,40.696
04-02-20,shot,meat cleaver,23,M,B,Denton,TX,TRUE,other,Not fleeing,TRUE,-97.132,33.199
04-02-20,shot,gun,32,M,W,Allen,OK,FALSE,attack,Foot,FALSE,-96.418,34.875
04-02-20,shot,machete,26,M,B,Home Garden,CA,TRUE,attack,Not fleeing,FALSE,-119.635,36.299
04-02-20,shot,knife,41,M,W,Ono,CA,TRUE,other,Car,FALSE,-122.57,40.484
05-02-20,shot,knife,56,M,W,Washoe,NV,FALSE,other,Not fleeing,FALSE,-119.799,39.548
05-02-20,shot,vehicle,33,M,H,Topeka,KS,FALSE,attack,Car,FALSE,-95.669,39.05
06-02-20,shot,gun,37,M,W,Port Charlotte,FL,FALSE,attack,Car,FALSE,-82.146,27.013
07-02-20,shot,toy weapon,41,M,W,Brookline,MA,TRUE,attack,Car,FALSE,,
07-02-20,shot,knife,38,M,W,Sapulpa,OK,TRUE,other,Not fleeing,FALSE,-96.107,35.975
07-02-20,shot,gun,32,M,,Kansas City,MO,FALSE,attack,Not fleeing,FALSE,-94.546,39.103
08-02-20,shot,gun,67,M,W,Vestavia Hills,AL,FALSE,attack,Not fleeing,FALSE,-86.7,33.488
08-02-20,shot,gun,46,M,W,Cuba,MO,FALSE,attack,Not fleeing,FALSE,,
09-02-20,shot,gun,45,M,W,Kennewick,WA,FALSE,attack,Foot,FALSE,-119.126,46.218
09-02-20,shot,knife,23,M,,Orange County,FL,FALSE,other,Not fleeing,FALSE,-81.156,28.565
09-02-20,shot,knife,48,M,W,Saginaw,MI,FALSE,attack,Not fleeing,FALSE,-83.936,43.41
09-02-20,shot,gun,31,M,B,Chicago,IL,FALSE,attack,Foot,FALSE,-87.669,41.947
09-02-20,shot,gun,47,M,W,Byron,GA,FALSE,attack,Not fleeing,FALSE,-83.721,32.647
10-02-20,shot,gun,40,M,B,Forrest City,AR,FALSE,attack,Not fleeing,FALSE,-90.795,35.03
10-02-20,shot,gun,40,M,W,Lafayette,LA,FALSE,other,Not fleeing,FALSE,-92.027,30.179
10-02-20,shot,gun,34,M,W,Albertville,AL,FALSE,attack,Other,TRUE,-86.278,34.221
12-02-20,shot,gun,51,M,N,Virginia Beach,VA,FALSE,attack,Not fleeing,FALSE,-75.99,36.776
12-02-20,shot,gun,33,M,W,Baltimore,MD,FALSE,attack,Not fleeing,FALSE,-76.549,39.322
13-02-20,shot,scissors,25,M,N,Dickinson,ND,FALSE,attack,Not fleeing,FALSE,-102.786,46.882
13-02-20,shot,undetermined,42,M,W,Bossier City,LA,FALSE,other,Not fleeing,TRUE,,
13-02-20,shot,gun,41,M,W,Salt Lake City,UT,FALSE,other,Foot,FALSE,-111.88,40.763
13-02-20,shot,gun,19,M,H,Amarillo,TX,FALSE,attack,Not fleeing,FALSE,-101.829,35.227
13-02-20,shot,undetermined,37,M,H,Sparks,NV,FALSE,undetermined,Not fleeing,FALSE,-119.716,39.538
14-02-20,shot,gun,21,M,H,Silverton,OR,FALSE,other,Not fleeing,TRUE,-122.775,45.005
14-02-20,shot,gun,63,M,W,Commerce City,CO,TRUE,other,Car,FALSE,-104.823,39.885
14-02-20,shot,knife,,M,H,Rialto,CA,FALSE,other,Not fleeing,FALSE,-117.369,34.124
14-02-20,shot,gun,58,M,W,Polkton,NC,FALSE,attack,Car,FALSE,-80.25,34.941
15-02-20,shot,gun,16,M,A,Anchorage,AK,FALSE,attack,Not fleeing,FALSE,-149.889,61.217
16-02-20,shot,vehicle,31,M,W,Newbury,MA,FALSE,attack,Car,FALSE,-70.936,42.752
16-02-20,shot,gun,33,M,A,Long Beach,CA,FALSE,attack,Foot,FALSE,-118.181,33.793
16-02-20,shot,gun,40,M,H,Poinciana,FL,FALSE,attack,Car,FALSE,-81.458,28.135
16-02-20,shot,gun,34,M,W,Harrison County,IN,FALSE,attack,Car,FALSE,-86.144,38.22
17-02-20,shot,gun,29,M,W,Greenville,TN,FALSE,attack,Not fleeing,FALSE,-82.78,36.18
17-02-20,shot,gun,27,M,N,Pinetop,AZ,FALSE,attack,Not fleeing,FALSE,-109.946,34.129
18-02-20,shot,gun,23,M,B,Orlando,FL,FALSE,other,Foot,FALSE,-81.459,28.496
19-02-20,shot,gun,38,M,H,Red Bluff,CA,FALSE,attack,Not fleeing,FALSE,-122.236,40.154
20-02-20,shot,gun,17,M,B,Columbus,OH,FALSE,attack,Not fleeing,FALSE,-82.995,40.089
20-02-20,shot,gun,75,M,W,DeKalb County,GA,FALSE,other,Not fleeing,FALSE,-84.277,33.818
21-02-20,shot,gun,26,M,,Lake Lanier,GA,FALSE,attack,Car,FALSE,-83.969,34.222
21-02-20,shot,sharp object,40,M,H,Arvada,CO,FALSE,other,Not fleeing,FALSE,-105.096,39.794
21-02-20,shot,gun,,M,,Old Mines,MO,TRUE,other,Not fleeing,FALSE,-90.764,37.997
21-02-20,shot,unarmed,,F,,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,-112.116,33.653
22-02-20,shot,gun,36,M,H,Deming,NM,FALSE,attack,Other,FALSE,-107.759,32.269
23-02-20,shot,gun,83,M,,Jamestown,NC,FALSE,attack,Not fleeing,FALSE,-79.958,35.991
24-02-20,shot,gun,27,M,W,Milwaukee,WI,FALSE,other,Foot,FALSE,-87.938,43.016
24-02-20,shot,gun,28,M,W,Arnold,NE,TRUE,other,Not fleeing,FALSE,-100.193,41.423
24-02-20,shot,unarmed,20,M,W,Floresville,TX,TRUE,other,Not fleeing,FALSE,-98.172,29.159
25-02-20,shot,gun,38,M,B,Tuscumbia,AL,FALSE,attack,Foot,FALSE,-87.694,34.727
25-02-20,shot,gun,39,M,B,Shreveport,LA,FALSE,attack,Not fleeing,FALSE,-93.764,32.437
25-02-20,shot,vehicle,19,M,B,New York,NY,FALSE,attack,Car,FALSE,-73.743,40.696
25-02-20,shot,knife,23,M,W,Pocatello,ID,FALSE,other,Car,TRUE,-112.433,42.853
25-02-20,shot,gun,16,M,W,Georgetown,TX,FALSE,attack,Not fleeing,FALSE,-97.68,30.663
25-02-20,shot,undetermined,,M,,Brea,CA,FALSE,undetermined,,FALSE,-117.848,33.924
25-02-20,shot,gun,56,M,W,Dalzell,SC,FALSE,attack,Not fleeing,FALSE,-80.421,34
26-02-20,shot,undetermined,35,M,,Kansas City,MO,FALSE,undetermined,,FALSE,-94.587,39.057
26-02-20,shot,vehicle,30,M,B,Bradenton,FL,FALSE,attack,Car,FALSE,-82.616,27.462
26-02-20,shot,gun,30,M,H,Greeley,CO,FALSE,other,Not fleeing,FALSE,-104.703,40.433
26-02-20,shot,gun,30,M,W,Tahlequah,OK,FALSE,attack,Car,FALSE,-94.938,35.924
26-02-20,shot,knife,54,M,,Sylvania Township,OH,FALSE,other,Not fleeing,FALSE,-83.666,41.718
26-02-20,shot,unarmed,,M,,Garden Grove,CA,FALSE,attack,,TRUE,-117.92,33.767
27-02-20,shot,gun,36,M,W,Lakeville,MN,TRUE,attack,Not fleeing,FALSE,-93.264,44.66
27-02-20,shot,knife,33,M,W,Clarkdale,AZ,FALSE,other,,FALSE,-112.064,34.768
27-02-20,shot,gun,39,M,H,Jacksonville,FL,TRUE,attack,,FALSE,-81.656,30.332
28-02-20,shot,gun,22,M,H,Moses Lake,WA,FALSE,attack,Other,FALSE,-119.317,47.144
29-02-20,shot,gun,49,M,B,Milwaukee,WI,FALSE,other,,FALSE,-87.914,43.055
29-02-20,shot,gun,45,M,H,San Antonio,TX,FALSE,attack,Not fleeing,FALSE,,
29-02-20,shot,knife,45,M,W,Henderson,NV,TRUE,other,Not fleeing,TRUE,-115.022,36.032
01-03-20,shot,gun,30,M,W,Pueblo,CO,FALSE,attack,Car,FALSE,-104.605,38.288
01-03-20,shot,gun,30,M,H,Santa Clarita,CA,FALSE,other,Not fleeing,FALSE,-118.551,34.416
01-03-20,shot,gun,,M,,Santa Ana,CA,FALSE,other,,FALSE,-117.898,33.734
01-03-20,shot,gun,,M,,Cloverleaf,TX,TRUE,attack,Not fleeing,FALSE,-95.178,29.792
01-03-20,shot,gun,31,M,W,Mocksville,NC,FALSE,attack,,FALSE,-80.592,35.925
02-03-20,shot,toy weapon,34,M,W,Keithville,LA,TRUE,attack,Not fleeing,FALSE,-93.83,32.333
02-03-20,shot,BB gun,73,M,W,Sherman,TX,FALSE,attack,Car,FALSE,-96.617,33.67
03-03-20,shot,knife,49,M,H,Miami-Dade,FL,FALSE,other,Not fleeing,FALSE,-80.486,25.582
03-03-20,shot,gun,39,M,W,Riverside,WA,FALSE,attack,,FALSE,-119.506,48.503
04-03-20,shot,unarmed,37,M,W,Manila,AR,TRUE,attack,Not fleeing,FALSE,,
04-03-20,shot,gun,73,M,,Fayetteville,NC,FALSE,attack,Not fleeing,FALSE,-78.939,35.087
05-03-20,shot,gun,,M,W,Ariton,AL,FALSE,other,Car,FALSE,-85.779,31.591
05-03-20,shot,knife,31,M,O,Henrico,VA,FALSE,attack,Not fleeing,FALSE,-77.616,37.622
05-03-20,shot,gun,25,M,B,Pittsburgh,PA,FALSE,attack,Not fleeing,FALSE,-80.003,40.453
06-03-20,shot,gun,41,M,,Tucson,AZ,TRUE,attack,Not fleeing,FALSE,-110.824,32.221
06-03-20,shot,gun,24,M,B,Fairfield,OH,FALSE,other,Not fleeing,FALSE,-84.525,39.329
06-03-20,shot,unarmed,27,M,B,Fort Lauderdale,FL,FALSE,attack,Foot,FALSE,-80.175,26.13
06-03-20,shot,knife,,M,W,Tulsa,OK,FALSE,attack,Not fleeing,FALSE,-95.976,36.075
06-03-20,shot,unarmed,32,M,W,Edison,CA,FALSE,attack,Not fleeing,FALSE,-119.813,36.713
07-03-20,shot,knife,33,M,,Stroudsburg,PA,FALSE,other,Not fleeing,FALSE,-75.195,40.987
07-03-20,shot,vehicle,43,M,W,Harrison Township,OH,FALSE,attack,Car,FALSE,-85.323,51.254
08-03-20,shot,gun,65,M,,Montgomery,AL,FALSE,attack,Not fleeing,FALSE,-86.196,32.343
08-03-20,shot,gun,84,M,W,Apache Junction,AZ,FALSE,attack,Not fleeing,FALSE,-111.581,33.415
08-03-20,shot,knife,29,F,H,Torrance,CA,FALSE,other,Not fleeing,FALSE,-118.335,33.866
08-03-20,shot,unarmed,31,M,W,Humble,TX,FALSE,other,Foot,FALSE,-95.27,30.009
08-03-20,shot,gun,57,M,W,Backus,MN,FALSE,other,Not fleeing,FALSE,-94.522,46.817
08-03-20,shot,unarmed,37,M,W,Wasilla,AK,FALSE,attack,Not fleeing,FALSE,-149.597,61.551
09-03-20,shot,gun,29,F,W,Dinuba,CA,FALSE,attack,Not fleeing,FALSE,-119.377,36.548
09-03-20,shot,screwdriver,47,M,H,Elmendorf,TX,FALSE,other,,FALSE,-98.349,29.255
10-03-20,shot,unarmed,44,M,H,Bell Gardens,CA,TRUE,undetermined,,FALSE,-118.165,33.963
11-03-20,shot,gun,38,M,W,Elkton,FL,FALSE,attack,Car,FALSE,-81.426,29.783
11-03-20,shot,gun,32,F,W,Anchor Point,AK,FALSE,attack,,FALSE,-151.743,59.791
12-03-20,shot,unarmed,26,F,B,Louisville,KY,FALSE,undetermined,Not fleeing,FALSE,-85.817,38.148
12-03-20,shot,gun,21,M,W,Potomac,MD,FALSE,attack,Not fleeing,TRUE,-77.206,39.057
12-03-20,shot,unarmed,47,M,B,Kansas City,MO,FALSE,undetermined,Foot,FALSE,-94.556,39.034
13-03-20,shot,undetermined,30,M,H,Claremore,OK,FALSE,attack,Foot,FALSE,,
13-03-20,shot,gun,62,M,W,New Kensington,PA,FALSE,attack,,FALSE,-79.755,40.557
13-03-20,shot,toy weapon,41,M,H,Chandler,AZ,FALSE,attack,Not fleeing,FALSE,-111.836,33.305
13-03-20,shot,gun,50,M,A,Garland,TX,FALSE,attack,Not fleeing,FALSE,,
13-03-20,shot,knife,,M,W,Mufreesboro,TN,TRUE,other,Not fleeing,FALSE,-86.311,35.807
14-03-20,shot,vehicle,48,M,,Cocoa,FL,FALSE,attack,Car,FALSE,-74.719,40.263
14-03-20,shot,gun,31,M,H,Taos,NM,FALSE,attack,Car,FALSE,-105.573,36.407
14-03-20,shot,gun,30,M,W,Louisville,KY,FALSE,attack,Foot,TRUE,-85.857,38.134
14-03-20,shot,tire iron,32,M,W,Springfield,OR,FALSE,attack,Not fleeing,FALSE,-123.045,44.073
14-03-20,shot,gun,30,M,,Lodi,CA,FALSE,attack,Car,FALSE,-121.258,38.134
14-03-20,shot,gun,20,M,W,Pueblo,CO,FALSE,attack,Foot,FALSE,-104.625,38.259
15-03-20,shot,gun,38,M,W,High Point,NC,FALSE,attack,,FALSE,,
15-03-20,shot,knife,25,F,H,Long Beach,CA,FALSE,attack,Not fleeing,FALSE,-118.161,33.765
15-03-20,shot,gun,47,M,W,Lewistown,MT,FALSE,attack,Car,FALSE,,
15-03-20,shot,gun,19,M,W,Chase City,VA,FALSE,other,Car,FALSE,,
16-03-20,shot,gun,35,M,B,Webster City,IA,FALSE,attack,Not fleeing,FALSE,-93.821,42.468
16-03-20,shot,machete,58,M,H,San Antonio,TX,FALSE,other,Not fleeing,FALSE,-98.504,29.414
16-03-20,shot,gun,,M,,Miami,FL,TRUE,attack,Other,FALSE,-80.426,25.51
16-03-20,shot,gun,18,M,W,Mecklenburg,VA,FALSE,attack,,FALSE,-78.479,36.738
16-03-20,shot,undetermined,55,M,,Tucson,AZ,FALSE,undetermined,Foot,FALSE,,
16-03-20,shot,vehicle,42,F,W,Myerstown,PA,FALSE,attack,Car,FALSE,-76.329,40.359
17-03-20,shot,gun,39,M,B,Atlanta,GA,TRUE,attack,Foot,FALSE,-84.376,33.789
18-03-20,shot,gun,61,M,B,Iota,LA,FALSE,other,,FALSE,-92.496,30.331
18-03-20,shot,gun,51,M,W,Orchard Mesa,CO,FALSE,other,Foot,FALSE,-108.545,39.048
18-03-20,shot and Tasered,knife,28,M,B,Abilene,TX,FALSE,attack,Foot,FALSE,-99.753,32.453
19-03-20,shot,unknown weapon,33,M,W,Wheeling,MO,FALSE,undetermined,,FALSE,,
19-03-20,shot and Tasered,knife,47,M,W,Port Jervis,NY,TRUE,other,Not fleeing,FALSE,-74.69,41.37
20-03-20,shot,gun,39,M,W,Franklin County,TN,FALSE,attack,Car,FALSE,,
